ret,stdev,strategy
0.10998968867055851,0.1901623694170119,long_only
0.08502080531676597,0.12118663663170115,long_only
0.09852866832939154,0.15864801964346126,long_only
0.11929840199600551,0.2231397753300891,long_only
0.06989255308767307,0.09803667196940226,long_only
0.10167149095971496,0.1690068838350109,long_only
0.07334947944834944,0.0989564348633093,long_only
0.10215387001785049,0.16822294476760769,long_only
0.09360250023511889,0.145310158782874,long_only
0.05388192522212851,0.10767990425510432,long_only
0.09555182329589107,0.15454690194377452,long_only
0.09715984667759862,0.15235365574944482,long_only
0.07477255721073302,0.10974196048486833,long_only
0.06916178288264752,0.08324819754986502,long_only
0.05887047020451544,0.08140530320588311,long_only
0.11788644190469273,0.22554911269606973,long_only
0.0893963231496238,0.15532513607567933,long_only
0.09573720806913145,0.1450152660923474,long_only
0.09104683010800409,0.13504221810746594,long_only
0.10366747023826825,0.1827124293271516,long_only
0.05376100333428011,0.04847642906402327,long_only
0.0881176081655538,0.13887985166978797,long_only
0.07639175551700815,0.10531924313944158,long_only
0.0502434491807931,0.10028267333144193,long_only
0.07661091084620854,0.11262887135251033,long_only
0.08196110756397307,0.1302937376849233,long_only
0.10558903590161477,0.18911017414475031,long_only
0.07868451320541636,0.09675671127244721,long_only
0.10919883981811568,0.191184646019745,long_only
0.07064310211559927,0.08057403487256848,long_only
0.06649261340396619,0.06809428598683769,long_only
0.07492331422272415,0.08833067730212349,long_only
0.058595363558395896,0.055474227934907194,long_only
0.06520249765933053,0.09102092784749309,long_only
0.050094936556997274,0.08588909020921659,long_only
0.07582804068754004,0.12085890458077726,long_only
0.09525618848774627,0.16147954773636702,long_only
0.07689784487232218,0.10124864810067535,long_only
0.08239290664063771,0.13909354157907292,long_only
0.0670740791459477,0.07095074605668068,long_only
0.06408011888727747,0.06527600995931172,long_only
0.09773128366778627,0.15884931883076625,long_only
0.07764298467973718,0.12424220727353853,long_only
0.10959705907943658,0.19485840199919902,long_only
0.05349622555348909,0.05261009440184,long_only
0.06009560175363231,0.05909831127596942,long_only
0.11204651122790342,0.19824540223559572,long_only
0.09311679118417301,0.1358100029888544,long_only
0.06637825157333765,0.06902280868029344,long_only
0.0708419843201583,0.08229521145773226,long_only
0.06948151604312265,0.08566344321389881,long_only
0.08837274334546594,0.1320775751732423,long_only
0.050436212519781,0.05869570968885374,long_only
0.08135347273056587,0.10548890698419931,long_only
0.07785098019668914,0.11078685505080173,long_only
0.10058922152532024,0.16532526688937743,long_only
0.05204838217582371,0.049968496693436594,long_only
0.049616960544544744,0.09905763971080751,long_only
0.08377677081372295,0.11304650680791001,long_only
0.10157119768820579,0.1687382249447101,long_only
0.07180258094381653,0.10248467724192357,long_only
0.09217008338669469,0.15130479019603618,long_only
0.08268134454784784,0.135417898898043,long_only
0.095524214147116,0.15165650987072704,long_only
0.10519395445547994,0.1746527370987398,long_only
0.09499596499324957,0.15756817452942598,long_only
0.07445940902709472,0.08522032742181695,long_only
0.049743896148738684,0.10513668896261298,long_only
0.11114946947380677,0.19576870983066963,long_only
0.0683655198498608,0.09231176841657203,long_only
0.06299452768924313,0.05929265131091946,long_only
0.0759353163142068,0.11962381525737736,long_only
0.05524471113834069,0.06629427117985098,long_only
0.09520862714165794,0.15547612949757797,long_only
0.055467363681825005,0.0902254419112999,long_only
0.07724610375877128,0.10454041088974979,long_only
0.08297600478116895,0.13326568355620977,long_only
0.10354885734699777,0.17220730180197974,long_only
0.05378668260308424,0.050330802154942005,long_only
0.0720934362472759,0.08969681332530308,long_only
0.072511628092495,0.11755542983825416,long_only
0.0672078163706418,0.10737724052310837,long_only
0.061806913095875646,0.07852626021138667,long_only
0.06549574596134719,0.08685257433835002,long_only
0.06393789270862815,0.0741060274469073,long_only
0.09474464122086275,0.1448085901008143,long_only
0.06961171657616382,0.1108205578509244,long_only
0.08089885757294742,0.11739349216254288,long_only
0.07426296732371944,0.12171927853865616,long_only
0.06751965581152711,0.084389979932646,long_only
0.09144698850628946,0.1383407512700234,long_only
0.09273441475191849,0.16751156038889117,long_only
0.07771877533427474,0.10387392945586689,long_only
0.0933259581690087,0.15913317514141623,long_only
0.06959328052147447,0.08643556504517699,long_only
0.07717213088518225,0.10254354191413219,long_only
0.06906179135584804,0.07125104188931124,long_only
0.05737721473490624,0.07657861739107268,long_only
0.07825016488588613,0.11317342202432773,long_only
0.09909216805959194,0.15702469418130363,long_only
0.06660154056302238,0.07696986130103384,long_only
0.04676655796601188,0.08244917566645643,long_only
0.058463595007114164,0.08718874484470031,long_only
0.08162402714043257,0.130190393656982,long_only
0.0919336842519237,0.13275255219776708,long_only
0.06618457850052108,0.07208334695390509,long_only
0.0722270233130604,0.08667598280936227,long_only
0.06671513442144501,0.08885184266757415,long_only
0.08766822356058285,0.12405519144710324,long_only
0.0789502838145863,0.1384492312179566,long_only
0.07834827930783435,0.1147842622968186,long_only
0.06454254378833246,0.06377375558282154,long_only
0.11870436224768169,0.22870229483768897,long_only
0.08906955002167997,0.12377263634084408,long_only
0.06424030635583894,0.073172171923299,long_only
0.09928485364640746,0.16796416397026626,long_only
0.06607240240120132,0.10040044190548605,long_only
0.05744418300179874,0.10316134946673043,long_only
0.10828733192166479,0.1905699890111083,long_only
0.049268203830923465,0.10141017132993621,long_only
0.06757896938523571,0.1154837653803201,long_only
0.0838587081651654,0.1319458635925094,long_only
0.0806588140225901,0.13131828222704356,long_only
0.08338767288301614,0.14948495566522357,long_only
0.08627098802976833,0.12296017034167667,long_only
0.0660818611099429,0.07720625022702049,long_only
0.08753803480653793,0.11998268818952068,long_only
0.05988995837094953,0.053233787770894915,long_only
0.06193721498953808,0.0790671778920481,long_only
0.060348883343344595,0.059348474924128335,long_only
0.0936664526793445,0.14776151801623497,long_only
0.07717345911600966,0.10422136723138375,long_only
0.07761823419735503,0.0971687487099617,long_only
0.06421057907410854,0.07961725808555987,long_only
0.09545170561833828,0.14497290591047074,long_only
0.10798873847286006,0.1966782016827446,long_only
0.09956719029800105,0.17247553470516294,long_only
0.04186107158620036,0.10230336480872698,long_only
0.0514536495659399,0.05269086270778395,long_only
0.09366927168096299,0.14841626925800264,long_only
0.08433507343118953,0.11267312235869564,long_only
0.09861172477360344,0.17227616223359177,long_only
0.07182885530686685,0.10076943911357282,long_only
0.11241673875720537,0.20802731417533224,long_only
0.06131552860588108,0.0950765529633203,long_only
0.08191050136254158,0.11090974496359352,long_only
0.10417335969907618,0.17746946521613088,long_only
0.07791087292820487,0.1107018275872883,long_only
0.09491395907900112,0.1603485299930842,long_only
0.10249367457412745,0.17500816780694944,long_only
0.07756217204004902,0.09463808064977176,long_only
0.0841047611591619,0.12023033225856077,long_only
0.08088477577460115,0.11902861633068579,long_only
0.08671220761608792,0.12332922529744335,long_only
0.09575962267813531,0.15764860576936557,long_only
0.07251560030331816,0.08352216616885233,long_only
0.07163562446348284,0.10828099999827807,long_only
0.05822125286731927,0.072790791640248,long_only
0.09435380894246798,0.15474098075287043,long_only
0.08082058441819645,0.11570557157895893,long_only
0.06896341914604462,0.07269138085987963,long_only
0.10951533352432935,0.19524600299253367,long_only
0.10144749237780994,0.16857155725575068,long_only
0.05906196084643002,0.09581375980180756,long_only
0.08785004132648934,0.1333371716509306,long_only
0.06223453489614711,0.07359310573775733,long_only
0.07952343041043522,0.11553674734642416,long_only
0.09564404245650153,0.1600820696996988,long_only
0.08734225182851055,0.1335593062909415,long_only
0.06777716018687303,0.06704398832912602,long_only
0.08124201793832513,0.1536605556839552,long_only
0.06276106469580005,0.10553013733064952,long_only
0.06690826403231054,0.10220111321360846,long_only
0.0736196247908288,0.08350410513036452,long_only
0.0618300096014024,0.09116903129986077,long_only
0.05617903224777086,0.05333519636347087,long_only
0.06780909332413869,0.10245165447458457,long_only
0.07669699959652305,0.09245823319862313,long_only
0.05623781938522942,0.1012449934750163,long_only
0.09885642895925008,0.1572870031589448,long_only
0.07179099015120621,0.1111667615521191,long_only
0.07491924946678065,0.10935692755472362,long_only
0.13405218169372324,0.2818311494689635,long_only
0.060634916304612554,0.07049591038879238,long_only
0.10314083669699303,0.17875063478796538,long_only
0.09031624784323275,0.14492773560919792,long_only
0.08272419801960439,0.12567397907537045,long_only
0.09076430456076,0.13398160332820522,long_only
0.06730630964098272,0.07375753424676597,long_only
0.0649225101291269,0.0977268874926793,long_only
0.05972499644867134,0.07293560621064171,long_only
0.0589710574838163,0.058709733261560065,long_only
0.11418023318449866,0.20714894098740658,long_only
0.052964033382152866,0.05102416196571649,long_only
0.08346284335774458,0.12578756472465874,long_only
0.058258350849659996,0.05828854489677582,long_only
0.06820167091274212,0.10406482158186964,long_only
0.06476864284237976,0.09317932883845535,long_only
0.07525378436102909,0.12030277989866955,long_only
0.07580919928958867,0.11546856067822,long_only
0.055825080876614544,0.09624243014590073,long_only
0.1055926823626035,0.19431351590165216,long_only
0.06808110114001328,0.09926360654027212,long_only
0.08073450360688056,0.10743094589253227,long_only
0.07115810249377319,0.10523883425618054,long_only
0.05996418267652241,0.05581057854857799,long_only
0.06779901981316296,0.10222434156482708,long_only
0.07014067011183503,0.09800454306136556,long_only
0.10437919113992306,0.18874866493725256,long_only
0.08183618225454918,0.11651923945365833,long_only
0.07391265573030932,0.10682687600010277,long_only
0.07749620462542071,0.09395308978595132,long_only
0.05912562175248953,0.05951750778794628,long_only
0.10627598238620099,0.18793391167258294,long_only
0.06328717442551338,0.07935295459259187,long_only
0.12527837358408972,0.24357823096923278,long_only
0.1056176170756491,0.18661424601859364,long_only
0.057323374933810095,0.05889512942222998,long_only
0.06037561068608684,0.07570100299127865,long_only
0.04841111769395118,0.08178081624085747,long_only
0.06896570700979426,0.12282309271150166,long_only
0.09692727481360341,0.14884493702271867,long_only
0.07897281876683448,0.09959690609891364,long_only
0.07540284934243771,0.08722244113718067,long_only
0.06867232351468301,0.08449943429328786,long_only
0.07548018046251617,0.09013124059885186,long_only
0.06658145788659765,0.09690836565616974,long_only
0.06233887706808661,0.05809465952235718,long_only
0.0998744059192301,0.1596439227736948,long_only
0.06587692872566314,0.10052119455875924,long_only
0.0866018971726663,0.1249532915300422,long_only
0.08750462148029028,0.14575082557079833,long_only
0.09051023895516638,0.13524761187216178,long_only
0.06316654495823622,0.08775021633357225,long_only
0.0596983288630213,0.06173023326146861,long_only
0.08106836137360693,0.10417404899277445,long_only
0.07375566091850491,0.09852886518807674,long_only
0.04984677462355487,0.0700282126335543,long_only
0.07798778147988676,0.11847226518888919,long_only
0.07712978601260537,0.10160787856914519,long_only
0.05165732076203535,0.05818359459817072,long_only
0.07775900357272175,0.09253096907230242,long_only
0.07938921476473673,0.11509373529331829,long_only
0.061112464560652266,0.0849978113238184,long_only
0.10653028944912452,0.1882261400914366,long_only
0.057635847024100545,0.11264384959458978,long_only
0.07884011405300678,0.1179496076819994,long_only
0.054027732846559595,0.051583739142957274,long_only
0.06922792204651801,0.11266109900883257,long_only
0.10962988111383813,0.20045685342104808,long_only
0.0506719396595727,0.10397810016142806,long_only
0.09234705899832207,0.14478298574712248,long_only
0.07209591041696504,0.10601360493726344,long_only
0.11265626753142627,0.20467271397172435,long_only
0.10343038961278034,0.17154095458105528,long_only
0.10715606382335657,0.18937642315054432,long_only
0.08143628134702334,0.11717612409577009,long_only
0.1020023211897309,0.1815242745917712,long_only
0.08867120590887713,0.15861476471341807,long_only
0.07298299355289406,0.0990580810679156,long_only
0.0841131057816629,0.11966366526120407,long_only
0.12510148243307423,0.24480898124532308,long_only
0.09372800664777527,0.15357693776840325,long_only
0.06138020048147838,0.062349063095010246,long_only
0.07889321446219275,0.13556100061035026,long_only
0.048397866372081474,0.05591040506895127,long_only
0.07875566251358389,0.10149344649864768,long_only
0.06902738147130073,0.0929479375340363,long_only
0.07657613040039182,0.10364222595222393,long_only
0.07416470949671586,0.09700807049669234,long_only
0.07780326589299687,0.11565634713586133,long_only
0.07975427031734791,0.12724332658318138,long_only
0.1164074709672544,0.2199461573936287,long_only
